path,transcription
TIMIT/data/TRAIN\DR7\FCRZ0\VOCODED_SX253.WAV.wav,"BY EATING YOGURT, YOU MAY LIVE LONGER."
TIMIT/data/TRAIN\DR7\FCRZ0\VOCODED_SX343.WAV.wav,THE FRIGHTENED CHILD WAS GENTLY SUBDUED BY HIS BIG BROTHER.
TIMIT/data/TRAIN\DR7\FCRZ0\VOCODED_SX433.WAV.wav,THE OVERWEIGHT CHARMER COULD SLIP POISON INTO ANYONE'S TEA.
TIMIT/data/TRAIN\DR7\FCRZ0\VOCODED_SX73.WAV.wav,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SI1047.WAV.wav,"TWENTY-FIVE, THE SHEIK REPLIED."
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SI1677.WAV.wav,THE SOFT SNOW WAS DECEITFUL UNDERFOOT.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SI2307.WAV.wav,"I ALWAYS SAY YOU'VE GOT A WONDERFUL HUSBAND, MISS MARGARET."
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SX147.WAV.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SX237.WAV.wav,THE COURIER WAS A DWARF.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SX327.WAV.wav,AL RECEIVED A JOINT APPOINTMENT IN THE BIOLOGY AND THE ENGINEERING DEPARTMENTS.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SX417.WAV.wav,VALLEY LODGE YEARLY CELEBRATES THE FIRST CALF BORN.
TIMIT/data/TRAIN\DR7\FJEN0\VOCODED_SX57.WAV.wav,THE PROWLER WORE A SKI MASK FOR DISGUISE.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SI1022.WAV.wav,COWS GIVIN' NO MILK WERE KNOWED AS STRIPPERS.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SI1652.WAV.wav,KINDA LIKE A ZOMBIE?
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SI2282.WAV.wav,NOT WITHOUT GOOD REASON HAS THE ANATOMICAL BEEN CALLED JOCULAR JOURNALESE.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SX122.WAV.wav,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SX212.WAV.wav,I GAVE THEM SEVERAL CHOICES AND LET THEM SET THE PRIORITIES.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SX302.WAV.wav,TOFU IS MADE FROM PROCESSED SOYBEANS.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SX32.WAV.wav,IT'S FUN TO ROAST MARSHMALLOWS ON A GAS BURNER.
TIMIT/data/TRAIN\DR7\FJHK0\VOCODED_SX392.WAV.wav,A YOUNG MOUSE SCAMPERED ACROSS THE FIELD AND DISAPPEARED.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SI1432.WAV.wav,NOW THE PROBLEM IS PRESENTED PIECEMEAL AND SOMETIMES CONTRADICTORILY.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SI2062.WAV.wav,"OH, SHUCKS, THE GIRL SAID."
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SI802.WAV.wav,THEY'RE EASIER TO SHADE THERE.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SX172.WAV.wav,THE TRIUMPHANT WARRIOR EXHIBITED NAIVE HEROISM.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SX262.WAV.wav,CAN THE AGENCY OVERTHROW ALIEN FORCES?
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SX352.WAV.wav,"ACCORDING TO MY INTERPRETATION OF THE PROBLEM, TWO LINES MUST BE PERPENDICULAR."
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SX442.WAV.wav,SUBURBAN HOUSEWIVES OFTEN SUFFER FROM THE GAB HABIT.
TIMIT/data/TRAIN\DR7\FJRP1\VOCODED_SX82.WAV.wav,GOOD SERVICE SHOULD BE REWARDED BY BIG TIPS.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SI1052.WAV.wav,THE SOCIAL AND PSYCHOLOGICAL CONSEQUENCES OF THIS CONTINUE TO AFFECT THE AREA.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SI1682.WAV.wav,SHE'D ALSO REMEMBER IF THE GROOM DIED LATER.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SI2312.WAV.wav,"NORA, I THINK YOU IMAGINE IT."
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SX152.WAV.wav,"MOSQUITOES EXIST IN WARM, HUMID CLIMATES."
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SX242.WAV.wav,MAY I ORDER A STRAWBERRY SUNDAE AFTER I EAT DINNER?
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SX332.WAV.wav,TODD PLACED TOP PRIORITY ON GETTING HIS BIKE FIXED.
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SX422.WAV.wav,"ONCE YOU FINISH GREASING YOUR CHAIN, BE SURE TO WASH THOROUGHLY."
TIMIT/data/TRAIN\DR7\FJSK0\VOCODED_SX62.WAV.wav,ANY CONTRIBUTIONS WILL BE GREATLY APPRECIATED.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SI1141.WAV.wav,"THE STEPMOTHER, ALMOST WITHOUT EXCEPTION, HAS BEEN PRESENTED AS A CRUEL OGRESS."
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SI1771.WAV.wav,"A THICK, CRIMSON CARPET MUFFLED EVERY FOOTFALL."
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SI2221.WAV.wav,THIS IS A SLEEPING CAPSULE.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SX151.WAV.wav,THE PREVIOUS SPEAKER PRESENTED AMBIGUOUS RESULTS.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SX241.WAV.wav,THE HALLWAY OPENS INTO A HUGE CHAMBER.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SX331.WAV.wav,THE BIG DOG LOVED TO CHEW ON THE OLD RAG DOLL.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SX421.WAV.wav,THOSE WHO TEACH VALUES FIRST ABOLISH CHEATING.
TIMIT/data/TRAIN\DR7\FKDE0\VOCODED_SX61.WAV.wav,CHOCOLATE AND ROSES NEVER FAIL AS A ROMANTIC GIFT.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SI1117.WAV.wav,HE FINDS IT IN UTTER MISERY AND DESOLATION.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SI1747.WAV.wav,HE WOULD OFFER NO THEORY TO ACCOUNT FOR HER MURDER.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SI487.WAV.wav,"""CABLE CONFIRMATION"", IT SAID TRANSLATED."
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SX161.WAV.wav,"AS A PRECAUTION, THE OUTLAWS BOUGHT GUNPOWDER FOR THEIR STRONGHOLD."
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SX217.WAV.wav,HOW PERMANENT ARE THEIR RECORDS?
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SX366.WAV.wav,WILL YOU PLEASE CONFIRM GOVERNMENT POLICY REGARDING WASTE REMOVAL?
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SX37.WAV.wav,CRITICAL EQUIPMENT NEEDS PROPER MAINTENANCE.
TIMIT/data/TRAIN\DR7\FKSR0\VOCODED_SX397.WAV.wav,TIM TAKES SHEILA TO SEE MOVIES TWICE A WEEK.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SI1051.WAV.wav,NORTHERN LIBERALS ARE THE CHIEF SUPPORTERS OF CIVIL RIGHTS AND OF INTEGRATION.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SI1681.WAV.wav,THE SHERIFF'S SWIVEL CHAIR TILTED BACK.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SI2311.WAV.wav,"WHY NORA, THE VERY IDEA!"
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SX151.WAV.wav,THE PREVIOUS SPEAKER PRESENTED AMBIGUOUS RESULTS.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SX241.WAV.wav,THE HALLWAY OPENS INTO A HUGE CHAMBER.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SX331.WAV.wav,THE BIG DOG LOVED TO CHEW ON THE OLD RAG DOLL.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SX421.WAV.wav,THOSE WHO TEACH VALUES FIRST ABOLISH CHEATING.
TIMIT/data/TRAIN\DR7\FLEH0\VOCODED_SX61.WAV.wav,CHOCOLATE AND ROSES NEVER FAIL AS A ROMANTIC GIFT.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SI1137.WAV.wav,HIS NAME BECAME SYNONYMOUS WITH COLD-BLOODED CRUELTY.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SI1767.WAV.wav,"TWO WOMEN, WHO HAD BEEN CHATTERING LIKE PARROTS, WERE STRUCK DUMB."
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SI507.WAV.wav,"IDEALLY, HE KNEW, IT SHOULD BE PRECEDED BY CONCRETE PROGRESS AT LOWER LEVELS."
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SX147.WAV.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SX237.WAV.wav,THE COURIER WAS A DWARF.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SX277.WAV.wav,THE ROSE CORSAGE SMELLED SWEET.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SX417.WAV.wav,VALLEY LODGE YEARLY CELEBRATES THE FIRST CALF BORN.
TIMIT/data/TRAIN\DR7\FLET0\VOCODED_SX57.WAV.wav,THE PROWLER WORE A SKI MASK FOR DISGUISE.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SI1509.WAV.wav,"HOWEVER, A BOY'S LIVELY EYES MIGHT ROVE."
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SI2139.WAV.wav,THEN THE TELEPHONING BEGAN.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SI879.WAV.wav,LARGE INJECTION-MOLDED LETTERS ARE ALSO AVAILABLE FOR SIGN INSTALLATIONS.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SX159.WAV.wav,THE GOVERNMENT SOUGHT AUTHORIZATION OF HIS CITIZENSHIP.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SX249.WAV.wav,I ATE EVERY OYSTER ON NORA'S PLATE.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SX339.WAV.wav,DID SHAWN CATCH THAT BIG GOOSE WITHOUT HELP?
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SX429.WAV.wav,A TOOTHPASTE TUBE SHOULD BE SQUEEZED FROM THE BOTTOM.
TIMIT/data/TRAIN\DR7\FMAH1\VOCODED_SX69.WAV.wav,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS.
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SI1041.WAV.wav,"BRIEF SNIPS OF ACTUAL EVENTS WERE SHOWN: PARADES, DANCES, STREET SCENES."
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SI1072.WAV.wav,"THERE WAS ALSO A DOG, A DINGO DOG."
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SI1702.WAV.wav,"AND SO HE WALKED, AIMLESS AGAIN."
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SX172.WAV.wav,THE TRIUMPHANT WARRIOR EXHIBITED NAIVE HEROISM.
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SX262.WAV.wav,CAN THE AGENCY OVERTHROW ALIEN FORCES?
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SX352.WAV.wav,"ACCORDING TO MY INTERPRETATION OF THE PROBLEM, TWO LINES MUST BE PERPENDICULAR."
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SX442.WAV.wav,SUBURBAN HOUSEWIVES OFTEN SUFFER FROM THE GAB HABIT.
TIMIT/data/TRAIN\DR7\FMKC0\VOCODED_SX82.WAV.wav,GOOD SERVICE SHOULD BE REWARDED BY BIG TIPS.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SI1471.WAV.wav,"HE LOOKED LAZY, SPOILED, A LITTLE QUERULOUS."
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SI2101.WAV.wav,JUST WHY ANYBODY SHOULD WISH TO START A RIOT THE EXECUTIVE OFFICER DIDN'T KNOW.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SI841.WAV.wav,EVERY SINGLE PROBLEM TOUCHED ON THUS FAR IS RELATED TO GOOD MARKETING PLANNING.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SX121.WAV.wav,TRESPASSING IS FORBIDDEN AND SUBJECT TO PENALTY.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SX211.WAV.wav,ONLY THE BEST PLAYERS ENJOY POPULARITY.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SX301.WAV.wav,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SX31.WAV.wav,A GOOD ATTITUDE IS UNBEATABLE.
TIMIT/data/TRAIN\DR7\FPAB1\VOCODED_SX391.WAV.wav,THEY ALL LIKE LONG HOT SHOWERS.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SI1921.WAV.wav,AND HIS RELATIVELY SMALL HANDS AND FEET GAVE HIM AN ALMOST DELICATE APPEARANCE.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SI2011.WAV.wav,"AT LEAST, THE WHEELS DUG IN."
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SI661.WAV.wav,"DEATH REMINDS MAN OF HIS SIN, BUT IT REMINDS HIM ALSO OF HIS TRANSIENCE."
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SX121.WAV.wav,TRESPASSING IS FORBIDDEN AND SUBJECT TO PENALTY.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SX211.WAV.wav,ONLY THE BEST PLAYERS ENJOY POPULARITY.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SX301.WAV.wav,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SX31.WAV.wav,A GOOD ATTITUDE IS UNBEATABLE.
TIMIT/data/TRAIN\DR7\FPAC0\VOCODED_SX391.WAV.wav,THEY ALL LIKE LONG HOT SHOWERS.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SI1315.WAV.wav,THERE ARE SEVERAL SOURCES OF EVIDENCE ON THE MICROMETEORITE ENVIRONMENT.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SI1945.WAV.wav,"PRIVATELY, HE CREATED AND MAGNIFIED AN IMAGE OF HIMSELF AS A HIRED ASSASSIN."
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SI685.WAV.wav,"AT ANY RATE, IT SHOWS US HOW IMMATERIAL WE ARE."
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SX145.WAV.wav,TOO MUCH CURIOSITY CAN GET YOU INTO TROUBLE.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SX235.WAV.wav,I ITEMIZE ALL ACCOUNTS IN MY AGENCY.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SX325.WAV.wav,THE FULL MOON SHONE BRIGHTLY THAT NIGHT.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SX415.WAV.wav,MOVE THE GARBAGE NEARER TO THE LARGE WINDOW.
TIMIT/data/TRAIN\DR7\FREH0\VOCODED_SX55.WAV.wav,THE LACK OF HEAT COMPOUNDED THE TENANT'S GRIEVANCES.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SI1241.WAV.wav,"IN MANY OF HIS POEMS, DEATH COMES BY TRAIN: A STRONGLY EVOCATIVE VISUAL IMAGE."
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SI1871.WAV.wav,THE GUERRILLA BIVOUAC REMAINED SILENT.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SI611.WAV.wav,"WELL, NOW WE HAVE TWO BIG THEATERS."
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SX161.WAV.wav,"AS A PRECAUTION, THE OUTLAWS BOUGHT GUNPOWDER FOR THEIR STRONGHOLD."
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SX251.WAV.wav,WE APPLY AUDITORY MODELING TO COMPUTER SPEECH RECOGNITION.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SX341.WAV.wav,THE HIGH SECURITY PRISON WAS SURROUNDED BY BARBED WIRE.
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SX431.WAV.wav,"THE FIFTH JAR CONTAINS BIG, JUICY PEACHES."
TIMIT/data/TRAIN\DR7\FSPM0\VOCODED_SX71.WAV.wav,PORCUPINES RESEMBLE SEA URCHINS.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SI1159.WAV.wav,CUT OFF EVERY BUILDING AT THE SEVENTH FLOOR.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SI1789.WAV.wav,LIKE HIS GLOSSY BLACK HAIR.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SI529.WAV.wav,WOODED STREAM VALLEYS IN THE FOLDS OF EARTH WOULD BE SAVED.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SX169.WAV.wav,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION?
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SX259.WAV.wav,TORNADOS OFTEN DESTROY ACRES OF FARM LAND.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SX349.WAV.wav,THE PRESCHOOLER COULDN'T VERBALIZE HER FEELINGS ABOUT THE EMERGENCY CONDITIONS.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SX439.WAV.wav,THAT STINGING VAPOR WAS CAUSED BY CHLORIDE VAPORIZATION.
TIMIT/data/TRAIN\DR7\FVKB0\VOCODED_SX79.WAV.wav,WILL YOU PLEASE DESCRIBE THE IDIOTIC PREDICAMENT.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SI1295.WAV.wav,HE MAY GET A TAX REFUND.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SI1798.WAV.wav,WE'LL BOTH BE BLOWING TOWN TOMORROW SO WE WON'T BE MOVING IN ON YOU.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SI538.WAV.wav,COUNTY OFFICIALS HAVE COOPERATED CONSISTENTLY.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SX178.WAV.wav,SHE ENCOURAGED HER CHILDREN TO MAKE THEIR OWN HALLOWEEN COSTUMES.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SX268.WAV.wav,THE JAW OPERATES BY USING ANTAGONISTIC MUSCLES.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SX358.WAV.wav,GEORGE SELDOM WATCHES DAYTIME MOVIES.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SX448.WAV.wav,SPHERICAL GIFTS ARE DIFFICULT TO WRAP.
TIMIT/data/TRAIN\DR7\MADD0\VOCODED_SX88.WAV.wav,FLYING STANDBY CAN BE PRACTICAL IF YOU WANT TO SAVE MONEY.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SI1326.WAV.wav,"THE LARVAE, KEPT WARM BY THE QUEEN, ARE FULL GROWN IN ABOUT TEN DAYS."
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SI1655.WAV.wav,"SO, HE UNDERSTOOD HER PANIC."
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SI1956.WAV.wav,"A SINGLE KICK MADE IT SPRING OPEN, SHUDDERING."
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SX156.WAV.wav,OUR EXPERIMENT'S POSITIVE OUTCOME WAS UNEXPECTED.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SX246.WAV.wav,HOW ANCIENT IS THIS SUBWAY ESCALATOR?
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SX336.WAV.wav,ROB MADE HUNGARIAN GOULASH FOR DINNER AND GOOSEBERRY PIE FOR DESSERT.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SX426.WAV.wav,A MOTH ZIG-ZAGGED ALONG THE PATH THROUGH OTTO'S GARDEN.
TIMIT/data/TRAIN\DR7\MAEO0\VOCODED_SX66.WAV.wav,WE GOT DRENCHED FROM THE UNINTERRUPTED RAIN.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SI1569.WAV.wav,THIS IS OUR SINGULAR GOAL.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SI2199.WAV.wav,WILL YOU TELL ME WHY?
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SI939.WAV.wav,IMPRESSIONS OFTEN APPEAR IN A SYMBOLIC FORM AND CANNOT BE TAKEN AT FACE VALUE.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SX129.WAV.wav,ANGORA CATS ARE FURRIER THAN SIAMESE.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SX219.WAV.wav,NONPROFIT ORGANIZATIONS HAVE FREQUENT FUND RAISERS.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SX309.WAV.wav,THE PROOF THAT YOU ARE SEEKING IS NOT AVAILABLE IN BOOKS.
